SalesID,SalePrice,MachineID,datasource,auctioneerID,MachineHoursCurrentMeter,ProductSize,state,Drive_System,Enclosure,Forks,Ride_Control,Transmission,Hydraulics,Ripper,Tire_Size,Coupler,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,ModelID_ma,fiModelDesc_ma,fiBaseModel_ma,fiSecondaryDesc_ma,fiProductClassDesc_ma,ProductGroup_ma,ProductGroupDesc_ma,MfgYear,fiManufacturerID,fiManufacturerDesc,PrimarySizeBasis,PrimaryLower,saledays
2340506,24000,1742652,136,0,0,3,49,0,1,0,0,0,4,0,0,1,2,0,0,1,0,1,1907,811,286,30,28,12,12,1995,43,37,5,19.0,39243
1482117,34000,1297308,132,9,0,0,41,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,3350,30,15,36,54,7,7,1976,26,10,1,45.0,39399
4389963,75000,1050883,172,1,6180,0,22,0,3,0,0,4,5,0,3,0,0,0,0,0,0,0,18206,1761,653,12,53,7,7,2004,176,76,1,200.0,40125
4296651,16500,914803,172,1,3078,5,44,0,3,0,0,0,4,0,0,0,1,0,0,0,1,1,13398,292,137,0,38,12,12,2004,26,10,5,5.0,40414
1517190,41000,1102280,132,1,0,4,33,0,3,0,0,0,1,0,7,0,0,0,0,0,0,0,3855,1129,413,26,95,23,22,1987,26,10,1,175.0,38893
1689614,72500,1240267,132,13,0,3,10,0,1,0,0,0,11,0,0,0,2,0,0,0,0,1,11617,1686,612,0,32,12,12,1999,74,27,5,28.0,38379
2255003,36000,432071,136,0,0,4,44,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4336,1865,721,36,94,23,22,1996,26,10,1,150.0,39560
1508038,8200,1280151,132,6,0,0,9,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,7464,1397,522,0,81,15,15,1974,26,10,1,85.0,33632
1193065,16500,1045763,121,3,4629,3,19,0,3,0,0,0,11,0,0,0,2,17,0,0,0,1,16283,2526,1061,48,37,12,12,2000,99,41,5,40.0,40099
1412016,21000,1487880,132,1,0,0,20,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,3546,474,192,12,12,3,3,1994,26,10,4,15.0,38452
2356589,28000,1695171,136,0,0,0,20,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4794,832,290,26,13,3,3,2002,43,37,4,16.0,40084
1613636,53000,1326969,132,7,0,3,1,0,3,0,0,0,11,0,0,0,2,14,0,0,0,2,4581,202,92,0,30,12,12,1997,43,37,5,21.0,38229
2287910,87500,981088,136,1,11365,4,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,13604,1145,418,36,99,23,22,2004,26,10,1,275.0,40065
2338885,80000,1692530,136,1,2672,0,44,0,3,0,1,0,1,0,6,0,0,0,0,0,0,0,4702,612,236,44,92,23,22,2007,43,37,1,120.0,40077
2250594,52000,265031,136,1,0,0,9,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,3357,40,14,36,50,7,7,1985,26,10,1,130.0,39858
1610273,50000,1248013,132,1,0,4,37,0,3,0,0,0,1,0,6,2,0,0,0,0,0,0,4736,717,260,38,94,23,22,1998,43,37,1,150.0,38848
1216702,47000,1012082,121,3,0,2,16,0,3,0,0,4,1,2,0,0,0,0,0,0,0,0,259,1456,533,33,77,15,15,1994,103,43,1,190.0,40764
6271282,85500,1942720,149,16,24,4,35,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,1636,1504,528,69,76,15,15,2000,26,10,1,160.0,40889
1774160,87500,1076446,132,2,0,3,30,0,3,0,0,0,11,0,0,0,2,0,21,2,0,1,375,2197,925,0,28,12,12,2003,103,43,5,19.0,37875
1265875,32500,1376671,132,2,0,0,9,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3170,666,250,46,11,3,3,2005,25,9,4,14.0,39848
1536939,79000,6486,132,10,0,4,18,0,3,0,0,4,3,2,0,0,0,0,0,0,0,0,1598,1432,522,60,74,15,15,2005,26,10,1,105.0,39586
2353040,36000,1659596,136,1,0,0,9,3,4,1,0,6,0,0,0,0,0,0,0,0,0,0,4642,459,187,36,12,3,3,2003,43,37,4,15.0,39594
1501994,20000,1101434,132,4,0,2,9,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,4155,1549,543,38,79,15,15,1975,26,10,1,260.0,34374
1413466,31000,963030,132,1,0,0,12,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,3538,466,190,20,11,3,3,1997,26,10,4,14.0,38468
2432802,9500,1763115,136,0,0,0,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,36033,2445,1011,0,63,11,10,2004,121,6,3,1351.0,39877
1732600,19250,1365396,132,4,0,0,9,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,9109,2728,1205,0,92,23,22,1991,103,43,1,120.0,36937
1516523,77000,1502399,132,1,0,4,23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3855,1129,413,26,95,23,22,1982,26,10,1,175.0,34420
2584229,50000,581386,149,2,0,4,44,0,3,0,1,0,1,0,0,2,0,0,0,0,0,0,4336,1865,721,36,94,23,22,2003,26,10,1,150.0,40713
2298759,85000,736207,136,2,490,6,9,0,3,0,0,0,11,0,0,1,2,0,0,0,1,1,1130,331,145,20,25,12,12,2005,26,10,5,14.0,39479
1317351,31000,1496364,132,2,0,0,9,0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,4102,1374,518,20,80,15,15,1990,26,10,1,75.0,35828
2341697,15500,1671943,136,0,0,0,9,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,1852,531,207,30,78,15,15,1986,43,37,1,20.0,39487
1277695,16500,1530373,132,1,0,0,44,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,940,525,207,20,78,15,15,1990,25,9,1,20.0,38061
2332620,41000,1661622,136,0,0,4,9,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4736,717,260,38,94,23,22,2002,43,37,1,150.0,39733
2271175,21000,1260189,136,1,0,0,44,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,2753,1390,518,38,81,15,15,1991,26,10,1,85.0,40049
1344584,42000,1134389,132,2,0,4,47,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,3819,1106,407,12,94,23,22,1983,26,10,1,150.0,35278
1426532,28000,1395344,132,2,0,2,30,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,4147,1541,538,46,79,15,15,1980,26,10,1,260.0,38797
2212747,74000,1233462,136,1,0,4,9,0,3,0,1,0,1,0,6,0,0,0,0,0,0,0,22330,843,293,30,95,23,22,2007,25,9,1,175.0,40222
1400881,17500,731202,132,10,0,0,18,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,53,499,197,0,13,3,3,1992,26,10,4,16.0,36745
1683976,41500,1404627,132,2,0,3,35,0,3,0,0,0,11,0,0,0,2,7,0,0,0,1,11596,1661,601,0,28,12,12,1995,74,27,5,19.0,37007
1637752,27000,1418204,132,5,0,0,7,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,4641,458,187,30,12,3,3,2000,43,37,4,15.0,38742
2311568,84000,787260,136,4,0,4,9,0,3,1,0,0,1,0,7,1,0,0,0,0,0,0,3825,1112,407,38,95,23,22,2006,26,10,1,175.0,40205
1817397,14500,1120277,132,1,0,0,44,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,17344,2079,864,0,54,7,7,1986,129,53,1,45.0,38061
1341729,135000,946070,132,1,0,0,44,0,3,0,0,0,5,3,3,0,0,0,0,0,0,0,23931,57,22,38,52,7,7,2000,26,10,1,170.0,38908
1430377,45000,49896,132,3,0,3,45,0,3,0,0,0,11,0,0,0,2,0,0,0,0,1,1158,343,149,12,30,12,12,1997,26,10,5,21.0,37908
2284255,68000,267737,136,7,4065,4,41,0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,1598,1432,522,60,74,15,15,2004,26,10,1,105.0,39741
1761715,90000,1364768,132,6,210,3,44,0,3,0,0,0,11,0,0,0,2,0,20,0,0,1,371,2195,925,0,30,12,12,1996,103,43,5,21.0,35771
1315855,37500,1131827,132,1,0,4,5,0,3,0,0,0,1,0,6,0,0,0,0,0,0,0,3806,1098,402,34,94,23,22,1995,26,10,1,150.0,37773
1799702,13000,1442755,132,2,0,0,9,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,5514,896,313,36,63,11,10,2002,121,6,3,1351.0,38383
1168341,53000,1065342,121,3,2179,3,28,0,3,0,0,0,4,0,0,1,2,0,0,0,0,1,22805,1601,575,12,30,12,12,2006,176,76,5,21.0,40050
2370325,22500,1213627,136,1,0,3,13,0,1,0,0,0,11,0,0,2,2,0,4,0,0,2,8722,1695,616,0,37,12,12,1988,74,27,5,40.0,39413
1666481,15500,1165069,132,2,0,0,35,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,14757,2040,834,0,64,11,10,1994,55,20,3,1601.0,35746
1443589,8500,1497276,132,1,0,0,13,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,6973,26,14,0,50,7,7,1959,26,10,1,130.0,38410
1698687,46000,1274792,132,1,0,4,5,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,15473,1832,701,0,96,23,22,1996,86,31,1,200.0,37051
1626985,17000,1446339,132,1,0,0,6,2,3,0,0,6,0,0,0,0,0,0,0,0,0,0,4603,308,140,26,11,3,3,1995,43,37,4,14.0,39880
1462408,75000,1509979,132,1,0,4,44,0,3,1,0,0,1,0,0,2,0,0,0,0,0,0,4336,1865,721,36,94,23,22,2001,26,10,1,150.0,38985
1544496,72000,500319,132,15,0,3,27,0,1,0,0,0,11,0,0,0,2,0,0,0,1,1,1218,369,155,20,32,12,12,2005,26,10,5,28.0,40357
1276600,8500,1216904,132,1,0,0,51,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,6633,112,51,0,63,11,10,1989,25,9,3,1351.0,34815
1302176,11500,1145007,132,7,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,6974,27,15,0,54,7,7,1972,26,10,1,45.0,35137
6267388,16000,1809583,149,1,0,0,28,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,7122,516,204,0,13,3,3,1991,26,10,4,16.0,40863
2421794,57500,1783588,136,1,0,0,9,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,28919,2736,1205,0,92,23,22,2008,103,43,1,120.0,39858
2250501,70000,223133,136,2,0,0,9,0,1,0,0,0,5,0,4,0,0,0,0,0,0,0,3357,40,14,36,50,7,7,1980,26,10,1,130.0,39479
1278343,57500,1217881,132,1,0,0,3,0,3,0,0,0,1,0,7,0,0,0,0,0,0,0,3231,963,345,12,95,23,22,1996,25,9,1,175.0,37220
1826368,58000,1008751,132,2,0,3,9,0,3,0,0,0,11,0,0,0,2,14,20,0,0,1,12257,2461,1024,0,28,12,12,1999,158,62,5,19.0,37189
1151476,16000,1058218,121,3,7036,0,44,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4606,313,140,71,11,3,3,1998,43,37,4,14.0,39945
1358422,58000,551170,132,3,0,4,45,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,1624,1493,528,56,75,15,15,1997,26,10,1,130.0,37908
1526138,26000,1557688,132,11,0,3,24,0,3,0,0,0,4,0,0,0,2,7,0,0,0,2,4205,1588,569,12,30,12,12,1991,26,10,5,21.0,36493
1630306,15000,1362199,132,1,0,0,13,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4604,309,140,30,11,3,3,1997,43,37,4,14.0,37593
1584611,19000,61820,132,2,0,0,9,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,4721,652,248,9,54,7,7,1981,43,37,1,45.0,39479
2279974,75000,269843,136,1,0,2,34,0,3,0,0,6,1,1,0,0,0,0,0,0,0,0,4149,1543,538,60,79,15,15,1988,26,10,1,260.0,39377
6304822,92500,1795042,149,1,0,4,10,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,23601,1445,531,67,75,15,15,2008,103,43,1,130.0,40798
2269595,36000,475676,136,8,0,4,24,0,3,1,0,0,1,0,6,2,0,0,0,0,0,0,4334,1864,720,36,93,23,22,2000,26,10,1,135.0,39643
1264972,22000,1236298,132,1,0,0,3,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,6788,660,250,0,11,3,3,1984,25,9,4,14.0,32565
1712008,41000,1320877,132,2,0,3,9,0,1,0,0,0,11,0,0,0,2,17,0,2,0,1,15987,1876,727,0,28,12,12,2000,92,36,5,19.0,38380
2271619,35000,1518541,136,1,0,4,13,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,2759,1423,522,38,75,15,15,1991,26,10,1,130.0,39706
2296549,77500,147324,136,1,0,3,10,0,3,0,0,0,11,0,0,0,2,0,6,0,1,1,1269,381,159,20,34,12,12,2002,26,10,5,33.0,39398
1806588,10000,1296402,132,11,0,0,10,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,9549,879,309,0,62,11,10,1997,121,6,3,1251.0,36619
1518883,33500,1245126,132,4,0,0,9,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,1564,1393,518,38,81,15,15,1987,26,10,1,85.0,35465
1843537,32500,1296241,132,7,0,3,1,0,1,0,0,0,11,0,0,0,2,0,0,0,0,1,5822,694,256,12,28,12,12,1999,169,70,5,19.0,38866
1315054,110000,1340578,132,1,0,2,25,0,3,0,0,6,1,1,0,0,0,0,0,0,0,0,4157,1551,543,60,79,15,15,1992,26,10,1,260.0,38798
1320120,65000,770531,132,1,0,3,9,0,3,0,0,0,11,0,0,0,2,0,22,0,0,1,1192,360,152,12,30,12,12,1996,26,10,5,21.0,36941
4288820,95000,2302498,172,1,7487,4,44,0,3,0,0,6,1,1,0,0,0,0,0,0,0,0,1625,1494,528,60,75,15,15,2005,26,10,1,130.0,40860
1150485,9000,1020148,121,3,1137,0,22,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,9551,894,313,0,63,11,10,1999,121,6,3,1351.0,38699
1588084,26000,1202954,132,1,1584,0,9,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,22114,543,207,44,78,15,15,2006,43,37,1,20.0,40406
2550285,72500,260722,149,26,0,4,41,0,3,0,0,0,1,0,8,0,0,0,0,0,0,0,3861,1135,414,34,98,23,22,1997,26,10,1,250.0,40470
1508395,19000,1182241,132,12,0,2,41,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,4138,1513,536,34,77,15,15,1971,26,10,1,190.0,35576
1484889,21000,1129708,132,1,0,4,6,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,3876,1140,418,12,99,23,22,1978,26,10,1,275.0,37166
1609421,38000,1506976,132,1,0,4,3,0,4,0,0,0,1,0,6,0,0,0,0,0,0,0,4735,716,260,36,94,23,22,1997,43,37,1,150.0,37150
2277373,21000,734316,136,1,0,0,44,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,1564,1393,518,38,81,15,15,1990,26,10,1,85.0,39349
2532355,10500,1438565,149,0,0,0,23,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,7014,213,97,0,64,11,10,2003,26,10,3,1601.0,40657
1491320,31000,1415852,132,2,0,0,29,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,4107,1389,518,38,81,15,15,1987,26,10,1,85.0,34137
2351146,21500,1738517,136,0,3064,0,33,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4606,313,140,71,11,3,3,1998,43,37,4,14.0,39540
1827790,13500,1531492,132,1,0,0,23,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,17594,98,42,26,64,11,10,2001,160,63,3,1601.0,37412
1522740,43000,901021,132,11,0,6,24,0,3,0,0,0,4,0,0,0,2,5,0,0,0,1,3466,320,142,12,24,12,12,1996,26,10,5,12.0,36977
2501764,18000,1483848,149,1,4312,0,49,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3171,668,250,47,11,3,3,2000,25,9,4,14.0,40601
2330957,15500,1715757,136,1,0,0,6,0,4,0,0,6,1,2,0,0,0,0,0,0,0,0,21765,523,207,20,78,15,15,1981,43,37,1,20.0,39516
1698096,11500,1097212,132,1,0,6,10,0,1,0,0,0,11,0,0,0,2,0,0,0,0,1,15573,2402,977,0,27,12,12,1994,86,31,5,16.0,37788
2338683,62500,1755118,136,1,3166,0,46,0,3,0,1,0,1,0,6,0,0,0,0,0,0,0,4702,612,236,44,92,23,22,2005,43,37,1,120.0,40034
1605532,35000,1274310,132,4,0,4,9,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4752,730,264,30,95,23,22,1989,43,37,1,175.0,36937
2504471,29000,1795132,149,1,1667,0,44,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,13247,671,250,56,11,3,3,2006,25,9,4,14.0,40609
1795611,9000,1217114,132,1,0,0,31,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,9550,882,310,0,62,11,10,1995,121,6,3,1251.0,36339
1379407,94000,1273472,132,1,0,3,29,0,1,0,0,0,11,0,0,0,2,0,20,2,0,2,7524,1629,592,0,32,12,12,1988,26,10,5,28.0,32855
1626459,23000,1518104,132,1,0,0,44,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,4763,738,268,36,81,15,15,1994,43,37,1,85.0,39573
1708567,15500,1182729,132,1,0,0,13,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,24697,181,84,0,13,3,3,1994,92,36,4,16.0,37523
1752045,9000,1397195,132,1,0,0,44,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,532,2352,950,0,39,12,12,1996,103,43,5,50.0,37678
1255226,20000,1380834,132,4,0,0,18,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,6742,520,207,0,78,15,15,1986,25,9,1,20.0,32617
1602260,46000,1176161,132,1,0,3,20,0,1,0,0,0,4,0,0,0,2,0,0,2,0,1,22057,133,59,0,28,12,12,2000,43,37,5,19.0,38992
1632305,22000,1278422,132,2,0,1,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4579,151,75,51,103,23,22,1998,43,37,1,60.0,37652
1544675,30000,70496,132,1,0,0,44,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3539,467,190,26,11,3,3,2001,26,10,4,14.0,38844
1655001,17000,1427185,132,11,1600,0,24,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,8554,1733,633,0,78,15,15,1989,54,19,1,20.0,33918
2250610,59000,1495329,136,8,0,0,1,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,3357,40,14,36,50,7,7,1985,26,10,1,130.0,39419
1461486,22500,1501111,132,1,0,0,20,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,7113,473,192,0,12,3,3,1988,26,10,4,15.0,38529
1473649,39500,546953,132,16,0,0,14,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,24263,1417,522,20,81,15,15,1994,26,10,1,85.0,38286
2370679,40000,1140459,136,1,0,3,28,0,3,0,0,0,11,0,0,0,2,0,0,0,0,1,15161,1720,624,0,41,12,12,2000,74,27,5,66.0,39932
1746687,9000,1076308,132,10,0,0,24,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,5256,1304,511,63,78,15,15,1989,103,43,1,20.0,34367
1588481,62000,1205375,132,1,1569,0,9,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,11398,748,268,44,81,15,15,2006,43,37,1,85.0,39860
1209345,20500,166810,121,3,5382,0,5,2,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3567,517,204,12,13,3,3,2002,26,10,4,16.0,40519
1292864,26500,1405012,132,8,0,0,24,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,3238,993,357,36,81,15,15,1996,25,9,1,85.0,38607
2200637,97000,1312077,136,1,0,3,9,0,3,0,0,0,11,0,0,0,2,0,0,0,0,1,6917,1240,495,0,34,12,12,2005,25,9,5,33.0,39495
1417257,49000,1541423,132,1,0,0,44,0,1,0,0,0,5,3,3,0,0,0,0,0,0,0,3357,40,14,36,50,7,7,1986,26,10,1,130.0,36597
1160578,29000,1047463,121,3,9096,2,23,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,265,1465,533,67,77,15,15,1996,103,43,1,190.0,40232
1528799,82500,1130658,132,1,0,2,20,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,4149,1543,538,60,79,15,15,1989,26,10,1,260.0,36977
1423216,31000,998325,132,1,0,4,6,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,3877,1141,418,20,99,23,22,1989,26,10,1,275.0,37969
1841894,5500,1377502,132,1,0,0,33,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,18006,72,29,0,63,11,10,2001,167,69,3,1351.0,38985
1775309,101000,1541136,132,7,0,2,1,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,26964,1454,533,30,77,15,15,1997,103,43,1,190.0,35949
1317502,21000,1379481,132,4,0,0,9,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,1543,1373,518,12,80,15,15,1987,26,10,1,75.0,36563
2348633,16900,1695811,136,0,0,0,9,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4604,309,140,30,11,3,3,1998,43,37,4,14.0,40066
1375878,10000,1511965,132,1,0,6,49,0,1,0,0,0,11,0,0,2,2,0,0,2,0,2,1035,174,82,20,27,12,12,1988,26,10,5,16.0,38439
1450947,16000,1192618,132,1,0,0,49,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7261,1077,394,0,105,23,22,1983,26,10,1,90.0,36142
1430834,54500,52348,132,10,0,3,18,0,1,0,0,0,11,0,0,0,2,14,0,2,0,2,1158,343,149,12,30,12,12,1999,26,10,5,21.0,39586
1440488,72500,1266547,132,19,0,0,4,0,3,0,0,0,1,0,6,2,0,0,0,0,0,0,3783,1089,399,36,92,23,22,1998,26,10,1,120.0,38398
6115537,86500,642396,149,1,0,0,6,0,3,0,0,0,7,3,3,0,0,0,0,0,0,0,23937,82,32,38,52,7,7,1996,26,10,1,170.0,40615
1284630,23500,1415271,132,7,0,0,41,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3178,676,250,82,11,3,3,1997,25,9,4,14.0,37363
1485107,47500,405823,132,6,0,4,31,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3804,1097,401,34,93,23,22,1993,26,10,1,135.0,36088
4292408,27000,1422697,172,1,5383,0,31,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3539,467,190,26,11,3,3,2002,26,10,4,14.0,40646
2277327,27500,729210,136,8,0,0,24,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,1564,1393,518,38,81,15,15,1988,26,10,1,85.0,39272
1317595,107000,1453533,132,6,0,3,9,0,1,0,0,0,11,0,0,0,2,7,21,0,0,1,23286,229,103,12,39,12,12,1990,26,10,5,50.0,36199
2281776,76000,215634,136,1,0,4,48,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,1634,1502,528,69,76,15,15,2003,26,10,1,160.0,39875
1639110,50000,518923,132,1,0,0,3,0,4,0,0,6,1,2,0,0,0,0,0,0,0,0,4764,744,268,38,81,15,15,2001,43,37,1,85.0,38980
1297814,32000,958951,132,2,0,4,38,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,4124,1479,528,26,75,15,15,1977,26,10,1,130.0,33878
1558844,31000,484313,132,1,0,0,44,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3542,471,191,26,11,3,3,2001,26,10,4,14.0,38438
1313737,36000,1591,132,1,0,0,44,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,4331,1862,720,12,91,23,22,1989,26,10,1,110.0,37509
1270447,5800,1148882,132,16,0,0,51,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,6633,112,51,0,63,11,10,1993,25,9,3,1351.0,38880
1373844,15000,812998,132,2,0,5,30,0,1,0,0,0,4,0,0,0,1,0,0,0,1,1,7040,281,132,0,29,12,12,2001,26,10,5,2.0,38440
1461222,22000,997403,132,1,0,0,12,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,7113,473,192,0,12,3,3,1987,26,10,4,15.0,35898
1429548,22000,1287528,132,2,0,6,43,0,1,0,0,0,11,0,0,0,2,0,0,0,0,2,7057,319,142,0,24,12,12,1995,26,10,5,12.0,37378
1281785,20500,1208684,132,4,0,0,10,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,6788,660,250,0,11,3,3,1989,25,9,4,14.0,34044
2338129,21000,1717667,136,1,0,0,44,0,4,0,0,0,1,0,6,0,0,0,0,0,0,0,4700,609,236,36,92,23,22,1997,43,37,1,120.0,40132
1403898,25000,1308000,132,1,0,0,44,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,7110,464,190,0,11,3,3,1986,26,10,4,14.0,33946
4335695,76000,2304554,172,1,1058,3,33,0,3,0,0,0,11,0,0,0,2,0,0,1,0,1,15261,2842,1251,0,28,12,12,2007,74,27,5,19.0,39992
1714106,24500,1054140,132,3,0,0,5,2,1,1,0,6,0,0,0,0,0,0,0,0,0,0,8851,437,178,0,10,3,3,2005,92,36,4,0.0,40085
2332806,73500,1283656,136,5,0,4,7,0,3,0,0,0,1,0,6,0,0,0,0,0,0,0,14382,718,260,44,94,23,22,2004,43,37,1,150.0,39764
6286088,22000,1945286,149,1,0,0,46,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,4605,311,140,36,11,3,3,2001,43,37,4,14.0,40721
2309102,78000,246172,136,0,4972,3,33,0,3,0,0,0,11,0,0,0,2,0,0,2,1,1,1196,361,152,20,31,12,12,2004,26,10,5,24.0,39428
1603204,42000,1164135,132,1,3179,3,44,0,3,0,0,0,4,0,0,0,2,0,0,0,0,1,14272,131,59,20,28,12,12,2004,43,37,5,19.0,39895
1519038,30000,757810,132,1,0,0,9,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,1564,1393,518,38,81,15,15,1988,26,10,1,85.0,38769
1812390,9000,1287985,132,2,0,0,9,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,36033,2445,1011,0,63,11,10,2004,121,6,3,1351.0,39848
2253688,37000,797379,136,1,0,3,20,0,3,0,0,0,4,0,0,0,2,0,20,1,0,1,1158,343,149,12,30,12,12,1997,26,10,5,21.0,40084
2345594,6000,1650156,136,1,0,0,44,0,4,0,0,0,4,0,0,2,0,0,0,0,0,0,7999,216,98,0,63,11,10,2001,43,37,3,1351.0,39763
1211035,7000,1039440,121,3,5518,0,51,0,4,0,0,0,4,0,0,2,0,0,0,0,0,0,3112,114,52,20,64,11,10,1996,25,9,3,1601.0,40569
2405540,10500,1325501,136,5,0,4,35,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,5296,1473,535,63,76,15,15,1984,103,43,1,160.0,39582
2235818,14000,1404759,136,1,0,0,9,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,7267,1092,400,0,89,23,22,1970,26,10,1,100.0,39495
1780527,19000,1278170,132,1,0,5,35,0,1,0,0,0,4,0,0,0,1,0,0,0,0,1,12040,1923,756,0,33,12,12,2002,106,44,5,3.0,39313
2241032,16000,1266066,136,1,7921,0,49,0,4,0,0,6,3,1,0,0,0,0,0,0,0,0,13776,1352,509,20,78,15,15,1998,26,10,1,20.0,40386
1697963,42000,1368002,132,10,0,4,18,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,15473,1832,701,0,96,23,22,1995,86,31,1,200.0,38888
1369667,30000,1428691,132,23,0,2,38,0,4,0,0,6,2,0,0,0,0,0,0,0,0,0,4146,1540,538,38,79,15,15,1972,26,10,1,260.0,34445
2416755,56000,1335386,136,2,993,4,9,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,2194,1440,531,33,75,15,15,2005,103,43,1,130.0,39842
